date,median_1y_ret,sse_composite_1y_ret,sse_composite,n_eligible
2015-06-15,,,5062.9929,2206
2015-06-16,,,4887.432,2221
2015-06-17,,,4967.8983,2223
2015-06-18,,,4785.356,2222
2015-06-19,,,4478.3643,2229
2015-06-23,,,4576.4922,2235
2015-06-24,,,4690.1497,2251
2015-06-25,,,4527.7789,2253
2015-06-26,,,4192.8734,2260
2015-06-29,,,4053.0304,2244
2015-06-30,,,4277.2219,2220
2015-07-01,,,4053.6997,2226
2015-07-02,,,3912.7668,2201
2015-07-03,,,3686.9153,2149
2015-07-06,,,3775.9122,2097
2015-07-07,,,3727.1248,1898
2015-07-08,,,3507.1923,1358
2015-07-09,,,3709.3304,1239
2015-07-10,,,3877.8034,1296
2015-07-13,,,3970.3878,1640
2015-07-14,,,3924.4871,1884
2015-07-15,,,3805.7033,1977
2015-07-16,,,3823.1755,1994
2015-07-17,,,3957.3516,2042
2015-07-20,,,3992.1096,2117
2015-07-21,,,4017.6748,2150
2015-07-22,,,4026.045,2167
2015-07-23,,,4123.9234,2166
2015-07-24,,,4070.908,2171
2015-07-27,,,3725.5582,2163
2015-07-28,,,3663.0024,2167
2015-07-29,,,3789.168,2175
2015-07-30,,,3705.7656,2180
2015-07-31,,,3663.7256,2188
2015-08-03,,,3622.9051,2181
2015-08-04,,,3756.5449,2178
2015-08-05,,,3694.5733,2182
2015-08-06,,,3661.5392,2185
2015-08-07,,,3744.2045,2190
2015-08-10,,,3928.4154,2197
2015-08-11,,,3927.9083,2210
2015-08-12,,,3886.3198,2212
2015-08-13,,,3954.5561,2216
2015-08-14,,,3965.3349,2228
2015-08-17,,,3993.6677,2228
2015-08-18,,,3748.1639,2229
2015-08-19,,,3794.1094,2234
2015-08-20,,,3664.2907,2246
2015-08-21,,,3507.744,2256
2015-08-24,,,3209.905,2255
2015-08-25,,,2964.9674,2251
2015-08-26,,,2927.288,2239
2015-08-27,,,3083.5912,2220
2015-08-28,,,3232.3495,2229
2015-08-31,,,3205.9855,2235
2015-09-01,,,3166.6239,2235
2015-09-02,,,3160.167,2241
2015-09-07,,,3080.4201,2240
2015-09-08,,,3170.4522,2269
2015-09-09,,,3243.0889,2282
2015-09-10,,,3197.8932,2288
2015-09-11,,,3200.2337,2294
2015-09-14,,,3114.798,2292
2015-09-15,,,3005.1722,2297
2015-09-16,,,3152.2632,2301
2015-09-17,,,3086.0611,2301
2015-09-18,,,3097.9172,2305
