date,median_1y_ret,sse_composite_1y_ret,sse_composite,n_eligible
2015-09-21,,,3156.5399,2307
2015-09-22,,,3185.6187,2322
2015-09-23,,,3115.8881,2314
2015-09-24,,,3142.6869,2328
2015-09-25,,,3092.347,2341
2015-09-28,,,3100.7559,2339
2015-09-29,,,3038.1368,2342
2015-09-30,,,3052.7814,2351
2015-10-08,,,3143.3573,2346
2015-10-09,,,3183.1516,2354
2015-10-12,,,3287.6624,2352
2015-10-13,,,3293.2301,2350
2015-10-14,,,3262.4414,2354
2015-10-15,,,3338.073,2337
2015-10-16,,,3391.3516,2336
2015-10-19,,,3386.7003,2322
2015-10-20,,,3425.3303,2325
2015-10-21,,,3320.6761,2329
2015-10-22,,,3368.7388,2343
2015-10-23,,,3412.4338,2353
2015-10-26,,,3429.5809,2364
2015-10-27,,,3434.336,2361
2015-10-28,,,3375.1961,2371
2015-10-29,,,3387.3154,2382
2015-10-30,,,3382.5612,2387
2015-11-02,,,3325.0846,2383
2015-11-03,,,3316.6954,2387
2015-11-04,,,3459.6396,2395
2015-11-05,,,3522.8185,2400
2015-11-06,,,3590.0324,2396
2015-11-09,,,3646.8811,2409
2015-11-10,,,3640.4853,2418
2015-11-11,,,3650.2494,2417
2015-11-12,,,3632.9016,2429
2015-11-13,,,3580.8388,2434
2015-11-16,,,3606.9574,2431
2015-11-17,,,3604.7951,2434
2015-11-18,,,3568.4676,2443
2015-11-19,,,3617.0618,2443
2015-11-20,,,3630.4995,2443
2015-11-23,,,3610.3195,2449
2015-11-24,,,3616.1125,2455
2015-11-25,,,3647.93,2463
2015-11-26,,,3635.5521,2463
2015-11-27,,,3436.303,2463
2015-11-30,,,3445.4048,2473
2015-12-01,,,3456.3085,2474
2015-12-02,,,3536.9051,2477
2015-12-03,,,3584.8237,2477
2015-12-04,,,3524.992,2480
2015-12-07,,,3536.9272,2485
2015-12-08,,,3470.0698,2496
2015-12-09,,,3472.4394,2497
2015-12-10,,,3455.4951,2498
2015-12-11,,,3434.5813,2495
2015-12-14,,,3520.6682,2500
2015-12-15,,,3510.3537,2506
2015-12-16,,,3516.1867,2507
2015-12-17,,,3579.9989,2501
2015-12-18,,,3578.964,2501
2015-12-21,,,3642.4717,2502
2015-12-22,,,3651.7672,2503
2015-12-23,,,3636.0892,2506
2015-12-24,,,3612.4851,2498
2015-12-25,,,3627.9135,2512
2015-12-28,,,3533.7788,2515
2015-12-29,,,3563.7356,2512
2015-12-30,,,3572.8762,2505
2015-12-31,,,3539.1819,2515
2016-01-04,,,3296.2582,2519
2016-01-05,,,3287.7105,2523
2016-01-06,,,3361.8404,2525
2016-01-07,,,3125.0015,2525
2016-01-08,,,3186.412,2517
2016-01-11,,,3016.7038,2514
2016-01-12,,,3022.8611,2523
2016-01-13,,,2949.5968,2523
2016-01-14,0.031581627978174764,-0.10233342953733426,3007.6489,2527
2016-01-15,-0.029402252944347784,-0.1344124894150167,2900.9698,2531
2016-01-18,0.0007782101167315147,-0.1363733174785431,2913.8367,2516
2016-01-19,0.05419977854086466,-0.08675285171564462,3007.7393,2527
2016-01-20,0.06168121084381495,-0.09396635794840946,2976.6938,2534
2016-01-21,0.043841905338957154,-0.10802114131909035,2880.4816,2531
2016-01-22,0.054798450825860434,-0.09851899405959452,2916.5624,2533
2016-01-25,0.08348524290702097,-0.08810788232632627,2938.5149,2536
2016-01-26,-0.009560244817463592,-0.1758362093899063,2749.7854,2533
2016-01-27,-0.02136269691022441,-0.1898232338564102,2735.5578,2531
2016-01-28,-0.03938810801840653,-0.14782997807371512,2655.6609,2533
2016-01-29,-0.017981120946483353,-0.1372345615514653,2737.5996,2528
2016-02-01,-0.034067066863532114,-0.190984263802232,2688.8536,2525
2016-02-02,-0.006046028382884261,-0.17759874544767162,2749.5703,2524
2016-02-03,0.0035652483429091664,-0.18274469801573145,2739.2469,2525
2016-02-04,0.017310383700732013,-0.17798607937734356,2781.0227,2521
2016-02-05,-0.0014046717171717349,-0.17580525863714447,2763.492,2525
2016-02-15,-0.007224543123902194,-0.16926392835729875,2746.1958,2526
2016-02-16,0.039385046985990435,-0.13050113340107683,2836.5705,2528
2016-02-17,0.05971233706277135,-0.10684931890879623,2867.3379,2532
2016-02-18,0.06496004745152761,-0.08484074417415222,2862.8927,2533
2016-02-19,0.06034037563486361,-0.10761192134436359,2860.0208,2529
2016-02-22,0.0859585795894009,-0.07780125930728643,2927.175,2517
2016-02-23,0.09371171837763392,-0.07434956007130178,2903.3313,2517
2016-02-24,0.11897985286021184,-0.04779435789183484,2928.896,2510
2016-02-25,0.021132690921630504,-0.1143342237661561,2741.2454,2504
2016-02-26,0.0234941064605374,-0.11916989247174925,2767.2097,2506
2016-02-29,-0.03702474932767946,-0.14875529815334188,2687.9788,2502
2016-03-01,-0.017339994349137466,-0.13872936923491908,2733.17,2507
2016-03-02,0.0307587612228426,-0.11053839673615351,2849.6811,2510
2016-03-03,0.03042561790223075,-0.11252760784554672,2859.7582,2506
2016-03-04,-0.008680259056354056,-0.11480443228107007,2874.1468,2508
2016-03-07,0.01397960784313712,-0.10266943917681959,2897.3395,2503
2016-03-08,0.011399314748481437,-0.12035439441249418,2901.387,2503
2016-03-09,-0.019821391648865982,-0.135258615298962,2862.556,2504
2016-03-10,-0.042011314330210936,-0.15932676614857544,2804.7255,2518
2016-03-11,-0.04236707811496704,-0.13874881552607798,2810.3074,2528
2016-03-14,-0.013053955104005588,-0.12807738174916983,2859.499,2526
2016-03-15,-0.022764494485738807,-0.11824240043638934,2864.3684,2528
2016-03-16,-0.03391117251388226,-0.11438926541418315,2870.43,2532
2016-03-17,-0.011585485382786698,-0.12038975801899698,2904.8319,2529
2016-03-18,0.01983471074380172,-0.10070339384334104,2955.1498,2524
2016-03-21,0.043594839650488604,-0.08268203227080739,3018.8017,2516
2016-03-22,0.039167686658506895,-0.10448684704341749,2999.3628,2514
2016-03-23,0.03738865390113788,-0.10760752359015702,3009.9604,2522
2016-03-24,0.0033410676676326467,-0.14157478100660847,2960.9704,2512
2016-03-25,0.002547770700636942,-0.14942493919945699,2979.4343,2514
2016-03-28,-0.011194220897665086,-0.17316994013084164,2957.82,2504
2016-03-29,-0.03631950828170688,-0.18492157628498795,2919.8318,2503
2016-03-30,-0.006790247898447177,-0.17047798949387372,3000.6449,2498
2016-03-31,-0.016856987493202857,-0.1854292941344915,3003.9152,2505
2016-04-01,-0.023812849040251327,-0.18472079774395156,3009.5298,2502
2016-04-05,-0.0022119646530753823,-0.16599478737420192,3053.0654,2495
2016-04-06,-0.0032051282051281937,-0.17150643858998738,3050.592,2489
2016-04-07,-0.029649334424675766,-0.18495211178468396,3008.42,2492
2016-04-08,-0.04108614139079092,-0.21169824495426992,2984.9582,2497
2016-04-11,-0.027255196616067567,-0.19049125923617471,3033.957,2486
2016-04-12,-0.04922847372668948,-0.206453255313107,3023.6464,2491
2016-04-13,-0.042998509390731465,-0.19842884491126522,3066.6381,2493
2016-04-14,-0.04370028434749551,-0.20227273844835147,3082.3615,2497
2016-04-15,-0.05583635743069748,-0.2229682196447802,3078.1166,2489
2016-04-18,-0.07079646017699126,-0.24059976804910166,3033.6604,2490
2016-04-19,-0.06560989957500346,-0.23113150765097668,3042.8232,2495
2016-04-20,-0.12083847102342782,-0.26317419831396194,2972.5837,2489
2016-04-21,-0.14347233458991737,-0.2835770789586375,2952.8911,2492
2016-04-22,-0.14196509776835886,-0.28444118276462826,2959.24,2492
2016-04-25,-0.13134154173497298,-0.2785130270265903,2946.6704,2492
2016-04-26,-0.1267835568302199,-0.29324796302489997,2964.6997,2490
2016-04-27,-0.13545956046374863,-0.31106438650375434,2953.6709,2498
2016-04-28,-0.13311222924826427,-0.3015094104281236,2945.5886,2496
2016-04-29,-0.14292479674215486,-0.31565405253325685,2938.3235,2495
2016-05-03,-0.12578796561604577,-0.3196209429863949,2992.6432,2503
2016-05-04,-0.12985436893203883,-0.32239966492302197,2991.2721,2511
2016-05-05,-0.126050420168067,-0.3176932534550716,2997.8416,2510
2016-05-06,-0.16928277848165196,-0.3565290953121838,2913.2476,2511
2016-05-09,-0.1994561169912662,-0.3672974823595381,2832.1125,2511
2016-05-10,-0.2102745391671808,-0.36724778962699534,2832.5912,2512
2016-05-11,-0.20868649612633494,-0.361265744412837,2837.0372,2515
2016-05-12,-0.22299148676947583,-0.36706068835727723,2835.8618,2510
2016-05-13,-0.21603180095675123,-0.3423349491684241,2827.1087,2507
2016-05-16,-0.19682964669738856,-0.32592045522792845,2850.8617,2512
2016-05-17,-0.19344474869556338,-0.3084785713973057,2843.6841,2514
2016-05-18,-0.22767625668203828,-0.33248466386759423,2807.5141,2514
2016-05-19,-0.23611265968690043,-0.35228990599928367,2806.9061,2510
2016-05-20,-0.23127745479850248,-0.35802260691867416,2825.4831,2513
2016-05-23,-0.22124504269363388,-0.3501368905058778,2843.645,2508
2016-05-24,-0.23712469362745103,-0.3555354336409634,2821.6663,2512
2016-05-25,-0.2428746023773648,-0.3466492955749205,2815.0863,2513
2016-05-26,-0.24459969495346567,-0.34108816850554835,2822.4429,2515
2016-05-27,-0.25510406182675094,-0.3614006128281002,2821.046,2514
2016-05-30,-0.26825898514667673,-0.3652118576214586,2822.4509,2518
2016-05-31,-0.24950748066004885,-0.35607324731499956,2916.616,2517
2016-06-01,-0.25630606075623164,-0.3744610524399281,2913.5077,2515
2016-06-02,-0.26178514605500014,-0.39232404434087176,2925.2293,2516
2016-06-03,-0.2767367896419338,-0.4015997484777222,2938.682,2523
2016-06-06,-0.27961664746405424,-0.4062590631509634,2934.0979,2521
2016-06-07,-0.26857307834545713,-0.3645290336097532,2936.0449,2533
2016-06-08,-0.27847816124311275,-0.36528155075390123,2927.159,2533
2016-06-13,-0.3341967304997664,-0.4132896214290359,2833.0707,2529
2016-06-14,-0.343054331185752,-0.42120497453735617,2842.1886,2531
2016-06-15,-0.3280111072544256,-0.41197086830124297,2887.2101,2537
2016-06-16,-0.3321695760598504,-0.4192930325673495,2872.8166,2535
2016-06-17,-0.3411809303885079,-0.4256321201107842,2885.105,2532
2016-06-20,-0.34518272425249175,-0.4370857086726233,2888.8091,2530
2016-06-21,-0.35257619042206617,-0.43707078727182336,2878.5575,2533
2016-06-22,-0.351313616063497,-0.4309578786941157,2905.5495,2541
2016-06-23,-0.3588234413370204,-0.43533965265686403,2891.9602,2543
2016-06-24,-0.375920390129449,-0.4475236095115508,2854.2864,2547
2016-06-27,-0.35710057670889983,-0.4280649099863443,2895.7033,2543
2016-06-28,-0.3432546264287968,-0.4040720361940585,2912.5574,2547
2016-06-29,-0.34748833036748983,-0.409892851470007,2931.5923,2548
2016-06-30,-0.3343894948924161,-0.3877977521421603,2929.6057,2551
2016-07-01,-0.3184193544146998,-0.3451904303542255,2932.4758,2557
2016-07-04,-0.3027262345374716,-0.3469662201106778,2988.604,2558
2016-07-05,-0.30376470588235294,-0.3589987330255151,3006.3919,2565
2016-07-06,-0.28158267525742875,-0.3336042976833521,3017.2924,2565
2016-07-07,-0.24372296378041625,-0.28048228215047,3016.8467,2566
2016-07-08,-0.2161737860782439,-0.26275068156409587,2988.0939,2566
2016-07-11,-0.23086543845601948,-0.2997986146101046,2994.9167,2562
2016-07-12,-0.18563922200808752,-0.24775360148162928,3049.381,2569
2016-07-13,-0.1466385175516387,-0.2177685365762151,3060.6893,2565
2016-07-14,-0.10872961475715559,-0.17166033079197673,3054.0182,2570
2016-07-15,-0.08781786225884114,-0.19111042889185836,3054.296,2574
2016-07-18,-0.043747661993172315,-0.18340155929310442,3043.5643,2578
2016-07-19,0.0014477305235699456,-0.13417981101292908,3036.5979,2581
2016-07-20,-0.005408737961142496,-0.18370725347086903,3027.8995,2580
2016-07-21,-0.023412342894026883,-0.21630655643862695,3039.0091,2582
2016-07-22,-0.06652945776817626,-0.24117848135640552,3012.8157,2584
2016-07-25,-0.07119665404457892,-0.2315358101189834,3015.8278,2585
2016-07-26,-0.016152592801464194,-0.1985276151191293,3050.1661,2594
2016-07-27,-0.06681902002107487,-0.21740472023845092,2991.9991,2600
2016-07-28,-0.09742120343839555,-0.2433516900545304,2994.3234,2606
2016-07-29,-0.11675032046540562,-0.2536931350782553,2979.3388,2608
2016-08-01,-0.14501278429987957,-0.264901828291329,2953.3854,2610
2016-08-02,-0.14104191009514488,-0.26198572047754065,2971.2787,2618
2016-08-03,-0.15223114222246725,-0.27776039681047415,2978.4608,2615
2016-08-04,-0.1447421031587367,-0.2673806187710456,2982.4261,2616
2016-08-05,-0.09838709677419355,-0.20100665720374467,2976.6962,2619
2016-08-08,-0.05720042001618103,-0.17983217810613505,3004.2767,2623
2016-08-09,-0.09119269756943738,-0.20149212175337705,3025.6805,2626
2016-08-10,-0.08075888293374733,-0.185392108988221,3018.7459,2630
2016-08-11,-0.09081755361078014,-0.1804414610089795,3002.6376,2632
2016-08-12,-0.05041504158803367,-0.15794995568611503,3050.6674,2636
2016-08-15,-0.06179927153962106,-0.16806659225609144,3125.1952,2633
2016-08-16,-0.054034768320482485,-0.15821486069852775,3110.0369,2635
2016-08-17,-0.03871539994684331,-0.15075198430212078,3109.5549,2638
2016-08-18,-0.06089561682459249,-0.1709550586780182,3104.1138,2639
2016-08-19,-0.09225399717600741,-0.20881534065872975,3108.102,2639
2016-08-22,-0.10824233691957458,-0.21464431845315735,3084.8051,2642
2016-08-23,-0.09913760843111369,-0.2049790910156185,3089.7055,2641
2016-08-24,-0.11817868230424289,-0.21966452821341942,3085.8804,2644
2016-08-25,-0.1269801870973435,-0.22621178856797186,3068.3294,2635
2016-08-26,-0.13357919970496046,-0.23120574102847868,3070.3088,2633
2016-08-29,-0.0822222222222222,-0.18092501237739356,3070.0273,2627
2016-08-30,-0.09858175762502314,-0.18961830673622637,3074.6768,2634
2016-08-31,-0.08219241344581629,-0.1579568182185982,3085.491,2633
2016-09-01,-0.052862977125792854,-0.1267021196529735,3063.3054,2641
2016-09-02,0.005774412296564169,-0.044410348592871185,3067.352,2640
2016-09-05,0.07823505666939068,0.03613122356758458,3072.0953,2646
2016-09-06,0.12516755870581986,0.0558280223879577,3090.7127,2646
2016-09-07,0.09981515711645095,0.0027036333480261465,3091.9281,2643
2016-09-08,0.06688226084595528,-0.04219692208407533,3095.9543,2643
2016-09-09,0.07869614876975828,-0.03965417186072728,3078.8548,2638
2016-09-12,0.10128944408566398,-0.04567855374299423,3021.9771,2630
2016-09-13,0.13827099097305195,-0.04324375895324517,3023.5095,2629
2016-09-14,0.12876951491624822,-0.02518211720537733,3002.8486,2623
2016-09-19,0.10663624976988784,-0.04554583727835415,3026.0513,2619
2016-09-20,0.08370879189400926,-0.06786412793062824,3022.9995,2628
2016-09-21,0.0978435737912473,-0.05379154000515096,3025.8736,2625
2016-09-22,0.09478672985781977,-0.0493465524095944,3042.3132,2627
2016-09-23,0.1545568900344133,-0.025973562330526723,3033.8956,2626
2016-09-26,0.1732418524871353,-0.008233371784818089,2980.4295,2630
2016-09-27,0.13344887348353573,-0.04888262502953422,2998.1723,2635
2016-09-28,0.1475894121431901,-0.031821631788171656,2987.8576,2640
2016-09-29,0.14344533559457773,-0.03209721034506663,2998.4827,2641
2016-09-30,0.11994596579471906,-0.04810232241955825,3004.703,2645
2016-10-10,0.13288718929254273,-0.043155164803621915,3048.1428,2645
2016-10-11,0.14276202219482115,-0.01625167476328826,3065.2497,2645
2016-10-12,0.13710050744222435,-0.026788796554948036,3058.4981,2659
2016-10-13,0.16938087840728988,-0.010025136247646227,3061.3458,2659
2016-10-14,0.14932879161508317,-0.01191557839170776,3063.8086,2663
2016-10-17,0.15379555861114458,0.000997157205034238,3041.1663,2665
2016-10-18,0.16928243449838776,0.010185367350574293,3083.8751,2660
2016-10-19,0.13572480818869848,-0.018654704000719335,3084.7189,2660
2016-10-20,0.12979343173994462,-0.03100508942144009,3084.4577,2660
2016-10-21,0.08778485458065455,-0.059836192426570345,3090.9412,2661
2016-10-24,0.08787616203228443,-0.050097744460674054,3128.2467,2668
2016-10-25,0.10401819354792852,-0.040001607385193205,3131.9385,2671
2016-10-26,0.07259522598675172,-0.06643386768354065,3116.3119,2676
2016-10-27,0.06308348841074696,-0.08226861526242224,3112.3498,2678
2016-10-28,0.04858407288689337,-0.0833938568464413,3104.2703,2679
2016-10-31,0.03490259740259738,-0.09483415365811576,3100.492,2680
2016-11-01,0.08938776329901554,-0.059698836631492114,3122.4356,2682
2016-11-02,0.06286543804825984,-0.0789631419331176,3102.7326,2678
2016-11-03,0.04274134119381001,-0.08307800725687342,3128.9356,2689
2016-11-04,0.027470799472764318,-0.08871760394980044,3125.3167,2691
2016-11-07,0.018838664458508347,-0.08764529737334947,3133.3326,2688
2016-11-08,0.04107594487758692,-0.06734678319875997,3147.8875,2687
2016-11-09,0.024134040012956604,-0.07644555331339975,3128.3702,2688
2016-11-10,0.03959567856626667,-0.06246130890403401,3171.282,2690
2016-11-11,0.06276657902747795,-0.03880833588414567,3196.0436,2688
2016-11-14,0.06205017637154597,-0.03205733031739966,3210.371,2686
2016-11-15,0.032184667673716305,-0.0730289363088572,3206.9858,2684
2016-11-16,0.025324364906417873,-0.09020087183032555,3205.0572,2685
2016-11-17,0.004527026100723641,-0.10628870647518396,3208.4525,2675
2016-11-18,-0.010076503792841418,-0.1244968474568584,3192.8559,2674
2016-11-21,-0.00935044378462696,-0.1160113460697122,3218.1477,2675
2016-11-22,-0.019289640351077164,-0.11010143580874232,3248.3517,2680
2016-11-23,-0.0299468875602652,-0.10783804328749236,3241.1366,2684
2016-11-24,-0.023392123787956354,-0.09469929224404061,3241.7359,2686
2016-11-25,-0.03449950637403526,-0.09565391595697792,3261.9378,2683
2016-11-28,-0.03500655651717799,-0.0909331850789521,3276.9996,2681
2016-11-29,-0.03867010317753927,-0.0800186051850379,3282.9238,2686
2016-11-30,-0.05760210360508222,-0.10147114434152049,3250.0344,2694
2016-12-01,-0.06210722428751331,-0.09838596589808102,3273.3093,2692
2016-12-02,-0.0768124946345764,-0.10150799672992938,3243.8432,2696
2016-12-05,-0.0929726802188538,-0.11376949693904725,3204.7092,2700
2016-12-06,-0.09922338604553393,-0.12288687008796761,3199.6473,2703
2016-12-07,-0.09053497942386823,-0.11368578654119676,3222.2415,2703
2016-12-08,-0.0603566143579759,-0.06429502869799308,3215.3658,2704
2016-12-09,-0.06379545851620871,-0.06168256339574374,3232.8834,2701
2016-12-12,-0.11441039955738047,-0.08776360674980255,3152.9704,2700
2016-12-13,-0.10929697124895216,-0.10796662313614236,3155.0374,2703
2016-12-14,-0.12756271493561083,-0.12393716879298688,3140.5308,2711
2016-12-15,-0.11713560153036395,-0.11555061685246382,3117.677,2705
2016-12-16,-0.11334778569216475,-0.11703540293393666,3122.9815,2706
2016-12-19,-0.0990990990990992,-0.10143461667543408,3118.0846,2704
2016-12-20,-0.0954297254128742,-0.1064276312496627,3102.8759,2711
2016-12-21,-0.08587755884852821,-0.09204625988327986,3137.4297,2711
2016-12-22,-0.08051655043882472,-0.08589789387137226,3139.558,2707
2016-12-23,-0.10293757966171735,-0.11660110430173454,3110.1544,2711
2016-12-26,-0.1008186309450142,-0.110468839649976,3122.569,2716
2016-12-27,-0.10414869175177943,-0.11419265649346777,3114.664,2722
2016-12-28,-0.12469986538319422,-0.1334534488264787,3102.2357,2723
2016-12-29,-0.12671905697445962,-0.13491814949801118,3096.0968,2720
2016-12-30,-0.13468840100907697,-0.14793097774788477,3103.6373,2733
2017-01-03,-0.13083914647055983,-0.1412593880573767,3135.9208,2730
2017-01-04,-0.11669319279180324,-0.1312660866515596,3158.794,2737
2017-01-05,-0.11016186780819986,-0.12375807446236942,3165.4109,2736
2017-01-06,-0.12084389266655132,-0.13054128771262052,3154.321,2740
2017-01-09,-0.10646678853645286,-0.1025934617073373,3171.2362,2740
2017-01-10,-0.11722911114004958,-0.11282102409617589,3161.6713,2741
2017-01-11,-0.1309793966629963,-0.12206487871032312,3136.7535,2743
2017-01-12,-0.1291669764784773,-0.11864134476953558,3119.2886,2745
2017-01-13,-0.0893991591321951,-0.05566730179086099,3112.7644,2747
2017-01-16,-0.11602058368389567,-0.05605192427982941,3103.428,2743
2017-01-17,-0.12109429523905335,-0.07527597086405402,3108.7746,2745
2017-01-18,-0.06719270218195506,-0.0038365421584597437,3113.0123,2752
2017-01-19,-0.08001924963927737,-0.026711172315444398,3101.2992,2748
2017-01-20,-0.011830216690745743,0.035281919292175834,3123.1389,2755
2017-01-23,0.0011896018806680786,0.03768406692586712,3136.7748,2759
2017-01-24,0.028485780169100527,0.06541792423967929,3142.5533,2760
2017-01-25,0.012768931224364621,0.047181637457749837,3149.5547,2764
2017-01-26,0.05013721824553374,0.08900340844637555,3159.166,2763
2017-02-03,0.04282112219119216,0.07767535497099076,3140.17,2757
2017-02-06,0.029317653696815826,0.04962015823645349,3156.9838,2756
2017-02-07,0.036398156377050905,0.05925836241537508,3153.0878,2757
2017-02-08,0.07783105644575528,0.09946260375348337,3166.9818,2760
2017-02-09,0.07608566388164639,0.09141481080603664,3183.1794,2757
2017-02-10,0.07104133060654894,0.08786210340468248,3196.699,2758
2017-02-13,0.13781811859255044,0.16985107274189448,3216.8394,2756
2017-02-14,0.14869986899148135,0.17633339715943852,3217.928,2757
2017-02-15,0.1714884123988467,0.2098629384497095,3212.9857,2761
2017-02-16,0.16039889551150743,0.1797263558922202,3229.6184,2762
2017-02-17,0.1621129326047357,0.1908701909244892,3202.0756,2764
2017-02-20,0.15200341044486265,0.17835186829011063,3239.9613,2747
2017-02-21,0.1623871181357559,0.18767158228781788,3253.3257,2754
2017-02-22,0.15452248011741498,0.17266874520657471,3261.2184,2756
2017-02-23,0.15951417004048585,0.1765458340389623,3251.375,2759
2017-02-24,0.16708402573874603,0.18470529304574712,3253.4327,2761
2017-02-27,0.12665082250135562,0.13822667196179328,3228.6602,2763
2017-02-28,0.11729278134972554,0.13057240306418016,3241.7331,2762
2017-03-01,0.1183597061846775,0.13414432193005354,3246.9335,2767
2017-03-02,0.10702253215188484,0.1293722409291569,3230.0281,2771
2017-03-03,0.08827873712110645,0.099459991288529,3218.3118,2773
2017-03-06,0.10535992367456237,0.11384660097178712,3233.8657,2772
2017-03-07,0.10210334915768449,0.10704043434795896,3242.4063,2775
2017-03-08,0.156946704971217,0.18218697238853565,3240.6646,2776
2017-03-09,0.1511988834031206,0.1624510061525153,3216.7457,2777
2017-03-10,0.19751071511993779,0.19523267817439627,3212.7601,2781
2017-03-13,0.1897258283407588,0.18434799152632286,3237.0244,2779
2017-03-14,0.1461678969698217,0.13673344010317523,3239.3278,2780
2017-03-15,0.14715304412511676,0.13357825147594649,3241.7597,2784
2017-03-16,0.17936155082590255,0.137358537149181,3268.9354,2782
2017-03-17,0.15567024320457823,0.11738617445418464,3237.4471,2788
2017-03-20,0.15379631927890447,0.1204324690225742,3250.8082,2779
2017-03-21,0.1725377292900333,0.13940506316732315,3261.6108,2784
2017-03-22,0.18351163169337137,0.15705433562036641,3245.2198,2791
2017-03-23,0.18699186991869898,0.1559409835379575,3248.5495,2796
2017-03-24,0.16270488919369575,0.1433629107756289,3269.4451,2798
2017-03-27,0.16178343949044582,0.1405499376407029,3266.9552,2797
2017-03-28,0.16632502152220652,0.13326153224429804,3252.9479,2796
2017-03-29,0.13299622472895423,0.11583544645044697,3241.3144,2808
2017-03-30,0.08354502640216932,0.08631951584992392,3210.2369,2813
2017-03-31,0.06654676258992809,0.06748124595265725,3222.5142,2814
2017-04-05,0.09094910049090166,0.09033338681135894,3270.3054,2810
2017-04-06,0.08773784355179681,0.09004912489878603,3281.0047,2807
2017-04-07,0.10156035655285556,0.10997935001309034,3286.616,2811
2017-04-10,0.07591073885185717,0.09731991740848267,3269.3926,2807
2017-04-11,0.08281232171422603,0.11195600137939432,3288.9657,2805
2017-04-12,0.09411831120765757,0.1212392782351368,3273.8301,2823
2017-04-13,0.068906548103712,0.09175207636198479,3275.9603,2815
2017-04-14,0.047933271833302094,0.08061199597112467,3246.0668,2814
2017-04-17,0.0298793255852019,0.07065472486765212,3222.1673,2833
2017-04-18,0.0022161202221049336,0.04705038418109231,3196.7133,2837
2017-04-19,-0.018052575007044602,0.03936767027514665,3170.6867,2842
2017-04-20,-0.017561983471074405,0.054407396573616706,3172.1003,2832
2017-04-21,-0.015579558202151178,0.06304711402658825,3173.1512,2833
2017-04-24,-0.06186173759480018,0.031501501174868274,3129.5312,2831
2017-04-25,-0.0579793645148568,0.03668451443263998,3134.5674,2840
2017-04-26,-0.06317048975793349,0.02419881237371957,3140.8471,2844
2017-04-27,-0.06838810412827101,0.0226532157243724,3152.1869,2841
2017-04-28,-0.0641045755719466,0.02486643943247624,3154.6584,2843
2017-05-02,-0.055446502761620775,0.036276868696311526,3143.7121,2831
2017-05-03,-0.06567495773967635,0.03040689317736245,3135.346,2845
2017-05-04,-0.039580625197408015,0.05207086347139689,3127.3687,2844
2017-05-05,-0.045953732642477096,0.05084735430981535,3103.0378,2847
2017-05-08,-0.06643530585106389,0.04033903975345021,3078.6129,2851
2017-05-09,-0.053996013795008624,0.04542635647339455,3080.5269,2857
2017-05-10,-0.08573584136962209,0.02971137346558228,3052.785,2852
2017-05-11,-0.08953418027828197,0.03650691077330248,3061.5003,2861
2017-05-12,-0.09220369967248959,0.04682412201079256,3083.5132,2853
2017-05-15,-0.08872338299824961,0.051697983561034055,3090.2289,2853
2017-05-16,-0.08670580224795388,0.040205594840039716,3112.9642,2844
2017-05-17,-0.08545757291983574,0.03783320146635938,3104.4415,2849
2017-05-18,-0.09196740395809089,0.030787950904410666,3090.139,2856
2017-05-19,-0.06447092243071606,0.060888508069139036,3090.6309,2864
2017-05-22,-0.054654348518636486,0.08600050315797825,3075.6756,2865
2017-05-23,-0.0825514531374818,0.08097031438917135,3061.947,2866
2017-05-24,-0.07405020326190415,0.08002669122562067,3064.0759,2868
2017-05-25,-0.06217070600632235,0.09590358035077728,3107.8311,2863
2017-05-26,-0.055772292340264706,0.10008458465003489,3110.0587,2864
2017-05-31,-0.06691667319324979,0.09341600120412719,3117.1778,2863
2017-06-01,-0.09222116913029899,0.09105761782752175,3102.6232,2859
2017-06-02,-0.06261189576288029,0.10615294861742641,3105.54,2855
2017-06-05,-0.05440414507772018,0.10144621510495133,3091.6561,2852
2017-06-06,-0.0553177803616931,0.09790994679812459,3102.126,2853
2017-06-07,-0.04062719356800132,0.10433085001819853,3140.3249,2857
2017-06-08,-0.037035846527895155,0.11647986156265189,3150.3336,2857
2017-06-09,-0.02978235967926679,0.1219550889079315,3158.4004,2866
2017-06-12,-0.04793862072064997,0.11246771369582009,3139.8766,2869
2017-06-13,-0.03489825313098294,0.11793387984456838,3153.7429,2871
2017-06-14,-0.02931966534083308,0.10920406091032442,3130.674,2878
2017-06-15,-0.04240058551656184,0.07401396001393401,3132.4863,2878
2017-06-16,-0.04697112848010421,0.07196085323543167,3123.1662,2889
2017-06-19,-0.04909963388960675,0.07491535791741177,3144.3739,2889
2017-06-20,-0.05543851132686084,0.06851084942161156,3140.0136,2897
2017-06-21,-0.05862719715627629,0.07570091645544608,3156.2118,2903
2017-06-22,-0.07223970104787347,0.0720044506131361,3147.4532,2899
2017-06-23,-0.07327502929976232,0.07881840378332705,3157.873,2910
2017-06-26,-0.030667816567792938,0.12437854092381095,3185.4439,2908
2017-06-27,-0.03440002920970031,0.12279561602632572,3191.1969,2911
2017-06-28,-0.06265787094938868,0.09905455096600013,3173.2014,2911
2017-06-29,-0.05925695498229644,0.10973408466102574,3188.0625,2912
2017-06-30,-0.06661888194489185,0.10652017864167851,3192.4269,2911
2017-07-03,-0.05993035426796817,0.1063076476739151,3195.9116,2910
2017-07-04,-0.05695485613356904,0.10569404988436037,3182.8039,2917
2017-07-05,-0.060759734508446794,0.10379609777771814,3207.1342,2922
